K..Mandi,K..Tidur,L..Bangunan,Sertifikat,Tipe.Properti,Kota,Price
2925,2,3,196,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,3600000000
2926,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1800000000
2927,3,3,132,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1850000000
2928,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,285000000
2929,1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,830000000
2930,2,1,42,SHM - Sertifikat Hak Milik,Rumah,Depok,816000000
2931,3,3,107,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3550000000
2932,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
2933,1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1500000000
2934,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,875000000
2935,1,2,41,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,680000000
2936,2,2,76,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1200000000
2937,1,2,61,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,995000000
2938,1,2,36,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,495000000
2939,1,1,34,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,480000000
2940,1,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,405000000
2941,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
2942,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
2943,1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,695000000
2944,1,1,18,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,400000000
2945,1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1100000000
2946,1,2,39,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,475000000
2947,3,4,250,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,4200000000
2948,2,2,112,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4200000000
2949,3,2,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2400000000
2950,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
2951,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
2952,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
2953,1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,525000000
2954,3,3,125,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3700000000
2955,2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
2956,1,2,76,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2000000000
2957,1,2,31,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,300000000
2958,2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
2959,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,240000000
2960,2,3,196,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,3500000000
2961,1,2,52,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1500000000
2962,2,3,83,HGB - Hak Guna Bangunan,Rumah,Tangerang Selatan,2200000000
2963,1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,672000000
2964,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1500000000
2965,2,3,93,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2180000000
2966,1,2,94,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2700000000
2967,2,3,180,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1950000000
2968,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2969,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
2970,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2971,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
2972,1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,250000000
2973,4,4,276,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3550000000
2974,2,2,86,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2200000000
2975,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2976,1,1,39,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,990000000
2977,2,2,110,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,2950000000
2978,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
2979,1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,850000000
2980,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
2981,1,2,47,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,850000000
2982,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1600000000
2983,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
2984,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,275000000
2985,2,3,114,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1200000000
2986,2,2,110,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1400000000
2987,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
2988,1,1,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
2989,2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2990,2,3,163,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4700000000
2991,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1220000000
2992,1,1,20,HGB - Hak Guna Bangunan,Apartemen,Depok,205000000
2993,1,1,20,HGB - Hak Guna Bangunan,Apartemen,Depok,375000000
2994,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
2995,3,3,115,SHM - Sertifikat Hak Milik,Rumah,Depok,1200000000
2996,2,4,181,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2350000000
2997,3,3,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4100000000
2998,1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
2999,2,3,142,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3500000000
3000,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
3001,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,990000000
3002,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1600000000
3003,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
3004,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1700000000
3005,3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
3006,3,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3600000000
3007,2,2,175,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5600000000
3008,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
3009,1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
3010,3,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1450000000
3011,2,3,132,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2350000000
3012,1,2,51,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,832000000
3013,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
3014,1,1,41,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,900000000
3015,3,3,142,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3300000000
3016,3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,920000000
3017,2,3,123,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5500000000
3018,3,3,170,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2850000000
3019,3,4,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3300000000
3020,1,2,60,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1150000000
3021,3,3,257,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5320000000
3022,1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1700000000
3023,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,750000000
3024,1,1,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,740000000
3025,1,1,20,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,260000000
3026,1,1,54,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1500000000
3027,1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1500000000
3028,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3700000000
3029,1,2,43,HGB - Hak Guna Bangunan,Apartemen,Depok,1090000000
3030,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
3031,1,1,41,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,750000000
3032,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,330000000
3033,2,2,72,HP - Hak Pakai,Apartemen,Jakarta Timur,1250000000
3034,1,2,72,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1520000000
3035,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
3036,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
3037,1,1,84,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,1500000000
3038,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1450000000
3039,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,275000000
3040,3,3,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
3041,1,1,17,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,250000000
3042,2,3,45,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,650000000
3043,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,360000000
3044,3,4,144,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
3045,3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
3046,1,1,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,800000000
3047,2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
3048,1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,549000000
3049,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,250000000
3050,1,2,35,SHM - Sertifikat Hak Milik,Apartemen,Depok,460000000
3051,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1420000000
3052,1,1,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,960000000
3053,2,2,121,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2700000000
3054,1,1,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,950000000
3055,1,2,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,515000000
3056,1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1600000000
3057,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,313000000
3058,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,779000000
3059,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
3060,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,350000000
3061,2,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2950000000
3062,3,3,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5300000000
3063,2,3,80,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1200000000
3064,3,4,78,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2100000000
3065,1,2,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,350000000
3066,3,3,127,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,3800000000
3067,2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
3068,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3069,2,4,156,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,4000000000
3070,1,1,29,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,843000000
3071,2,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1200000000
3072,1,2,49,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1000000000
3073,1,2,56,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,900000000
3074,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
3075,3,3,99,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2350000000
3076,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,750000000
3077,4,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3750000000
3078,1,2,59,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1950000000
3079,3,1,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
3080,2,3,147,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3700000000
3081,1,1,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1810000000
3082,2,3,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2000000000
3083,1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1150000000
3084,4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
3085,3,4,177,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4100000000
3086,1,2,88,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1870000000
3087,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,798000000
3088,1,2,62,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,990000000
3089,2,2,85,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1450000000
3090,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,550000000
3091,1,1,51,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2300000000
3092,1,2,51,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1900000000
3093,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
3094,1,2,53,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,260000000
3095,3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
3096,2,2,40,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,477000000
3097,2,2,94,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3000000000
3098,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,585000000
3099,1,2,48,SHM - Sertifikat Hak Milik,Apartemen,Depok,850000000
3100,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
3101,1,1,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1400000000
3102,3,4,200,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5300000000
3103,1,1,29,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,750000000
3104,2,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,425000000
3105,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4650000000
3106,1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,600000000
3107,2,2,67,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,960000000
3108,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2500000000
3109,2,3,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,900000000
3110,1,2,55,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1250000000
3111,3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
3112,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
3113,1,2,48,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,600000000
3114,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1000000000
3115,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1400000000
3116,2,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3600000000
3117,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1400000000
3118,2,3,69,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2190000000
3119,1,1,34,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,480000000
3120,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
3121,2,2,65,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,950000000
3122,1,2,69,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2200000000
3123,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
3124,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
3125,3,3,136,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3300000000
3126,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
3127,2,2,53,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2600000000
3128,2,3,257,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4200000000
3129,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2900000000
3130,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,650000000
3131,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2100000000
3132,3,4,230,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4300000000
3133,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1490000000
3134,3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
3135,1,2,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,495000000
3136,3,1,156,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
3137,3,3,134,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4800000000
3138,2,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,589000000
3139,1,2,54,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1250000000
3140,1,2,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,550000000
3141,2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
3142,2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,600000000
3143,3,3,124,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1650000000
3144,1,1,29,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,670000000
3145,1,2,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,300000000
3146,2,3,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1990000000
3147,2,2,152,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4800000000
3148,1,2,60,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1400000000
3149,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Depok,900000000
3150,1,1,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2600000000
3151,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3152,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1490000000
3153,2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
3154,2,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
3155,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,299000000
3156,2,3,93,SHM - Sertifikat Hak Milik,Rumah,Depok,1280000000
3157,1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,500000000
3158,1,1,29,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,600000000
3159,1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,425000000
3160,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,300000000
3161,2,1,42,SHM - Sertifikat Hak Milik,Rumah,Depok,816000000
3162,1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Depok,645000000
3163,1,2,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,660000000
3164,2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
3165,2,4,140,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,1850000000
3166,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,650000000
3167,1,2,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,395000000
3168,3,3,135,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,3870000000
3169,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1050000000
3170,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1520000000
3171,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,757000000
3172,1,1,19,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,277000000
3173,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,320000000
3174,3,4,87,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,900000000
3175,2,2,43,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,465000000
3176,3,3,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2700000000
3177,1,2,45,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,650000000
3178,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
3179,1,2,33,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,325000000
3180,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Depok,330000000
3181,3,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
3182,2,3,93,SHM - Sertifikat Hak Milik,Rumah,Depok,1280000000
3183,3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5500000000
3184,1,1,28,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,750000000
3185,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,610000000
3186,1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,704000000
3187,1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,850000000
3188,2,3,62,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,875000000
3189,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1650000000
3190,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,600000000
3191,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,750000000
3192,2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1350000000
3193,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,985000000
3194,3,3,102,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1890000000
3195,3,4,89,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1200000000
3196,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3197,2,1,119,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,4100000000
3198,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1600000000
3199,1,2,76,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3000000000
3200,2,3,135,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,4500000000
3201,3,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4500000000
3202,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
3203,2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2100000000
3204,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1330000000
3205,2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
3206,2,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
3207,1,2,61,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,995000000
3208,1,1,42,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,950000000
3209,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1330000000
3210,1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,275000000
3211,2,2,94,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3000000000
3212,1,1,30,HGB - Hak Guna Bangunan,Apartemen,Depok,580000000
3213,2,3,105,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2000000000
3214,1,1,14,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,350000000
3215,2,2,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1200000000
3216,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
3217,1,2,56,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,725000000
3218,3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,1060000000
3219,3,4,211,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4100000000
3220,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,300000000
3221,1,2,54,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1250000000
3222,2,1,102,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2400000000
3223,1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,350000000
3224,2,3,138,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,4290000000
3225,2,4,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1550000000
3226,2,3,94,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1140000000
