kamar_mandi,kamar_tidur,luas_bangunan,sertifikat,tipe_properti,kota,harga
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2,3,50,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
3,4,180,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2400000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,398000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
3,3,183,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,2300000000
2,3,73,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,875000000
1,2,54,SHM - Sertifikat Hak Milik,Apartemen,Depok,1380000000
1,2,50,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,650000000
1,3,72,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
2,4,180,HGB - Hak Guna Bangunan,Rumah,Jakarta Utara,1410000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,610000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,480000000
1,3,90,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2300000000
1,1,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,350000000
1,1,28,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,378000000
1,2,52,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,1600000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1600000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,275000000
1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,350000000
2,3,93,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2180000000
3,4,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1600000000
2,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5500000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1600000000
4,4,350,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5300000000
1,1,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,650000000
1,2,48,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1200000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,590000000
3,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3500000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Depok,1250000000
4,3,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3950000000
1,1,25,HGB - Hak Guna Bangunan,Apartemen,Depok,580000000
1,2,76,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1650000000
1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,450000000
1,1,16,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,590000000
1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,525000000
2,2,82,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3400000000
1,2,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,725000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2,3,122,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,3200000000
3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4000000000
1,2,76,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1700000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,860000000
1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,400000000
3,3,360,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4990000000
1,2,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,420000000
2,3,175,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1850000000
4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,3700000000
1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
4,3,220,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3200000000
1,2,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2100000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,450000000
2,3,100,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2550000000
1,2,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
3,4,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1500000000
1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
2,4,192,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2500000000
1,2,48,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,990000000
2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,900000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1080000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,961000000
1,1,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2600000000
2,2,70,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,875000000
1,2,26,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,500000000
1,2,40,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,650000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2650000000
4,4,380,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5500000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,350000000
2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
3,4,207,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4700000000
2,4,180,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4000000000
3,3,180,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1800000000
2,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1100000000
2,3,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2000000000
1,2,54,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1700000000
2,4,108,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2800000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5800000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,768000000
1,2,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,370000000
1,1,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,850000000
2,4,69,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1700000000
2,3,117,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1370000000
2,2,120,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2500000000
3,3,66,SHM - Sertifikat Hak Milik,Apartemen,Depok,1690000000
2,2,72,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1800000000
3,3,87,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1800000000
3,1,215,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1950000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2,2,110,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,3200000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3300000000
1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,299000000
3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,1600000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2,3,74,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,875000000
3,4,157,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,4720000000
1,2,37,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,390000000
1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,800000000
1,1,43,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1300000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,480000000
1,1,32,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,800000000
2,3,196,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,4500000000
4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2690000000
1,2,58,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1050000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1350000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,779000000
2,2,86,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1850000000
1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
2,2,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,375000000
1,2,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,490000000
1,1,18,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,380000000
1,2,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2750000000
3,3,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2100000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,480000000
1,2,50,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1000000000
1,1,51,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1440000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,580000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
2,3,144,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,1850000000
1,1,22,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,533000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
1,2,109,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
3,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1650000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,380000000
1,2,30,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,660000000
1,2,70,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,790000000
1,1,41,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,975000000
2,2,54,HGB - Hak Guna Bangunan,Rumah,Tangerang Selatan,1020000000
3,3,100,HP - Hak Pakai,Apartemen,Jakarta Utara,1800000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
1,1,27,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,770000000
2,2,113,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2500000000
2,2,67,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1950000000
3,3,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4200000000
1,1,116,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,5100000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,800000000
3,4,150,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,3200000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,405000000
1,1,46,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1100000000
1,2,70,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,975000000
1,2,75,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2400000000
1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,360000000
1,2,49,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1700000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3480000000
1,2,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,875000000
1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,450000000
2,2,94,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,3000000000
2,3,107,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,2750000000
1,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1390000000
2,3,76,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1290000000
2,3,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2350000000
3,4,87,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,900000000
2,4,86,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
1,3,50,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,690000000
1,2,58,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1300000000
3,3,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4100000000
3,3,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
2,3,147,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3700000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1100000000
1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,315000000
1,2,45,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,900000000
1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,850000000
1,1,60,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2050000000
2,2,157,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,5700000000
3,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1450000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,948000000
1,1,38,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1150000000
1,1,40,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,800000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,850000000
1,2,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,890000000
1,1,14,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,290000000
1,2,52,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1500000000
1,2,39,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,740000000
1,1,20,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,428000000
3,3,188,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3300000000
1,2,50,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,290000000
2,2,63,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1250000000
3,3,110,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2500000000
2,3,140,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,2200000000
1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,320000000
1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,850000000
3,3,112,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1600000000
3,3,135,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,4500000000
1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
3,4,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1800000000
2,4,80,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,1950000000
3,3,145,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2350000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,530000000
1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
2,3,86,SHM - Sertifikat Hak Milik,Rumah,Depok,1280000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Depok,1700000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Depok,1360000000
3,4,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4500000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,280000000
2,3,104,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2100000000
1,1,75,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3000000000
1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,499000000
3,3,74,SHM - Sertifikat Hak Milik,Rumah,Depok,1590000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
3,3,250,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4800000000
1,1,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,550000000
2,3,72,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1500000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
2,3,90,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,750000000
1,2,44,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1100000000
1,2,73,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2100000000
2,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1100000000
2,3,55,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,1000000000
3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1800000000
1,1,27,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,750000000
2,3,100,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2500000000
2,3,65,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,800000000
1,2,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,825000000
1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
2,2,86,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1800000000
1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,950000000
2,3,135,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,4500000000
1,1,21,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,324000000
2,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3100000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,525000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,820000000
3,3,240,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2970000000
1,1,24,HGB - Hak Guna Bangunan,Apartemen,Depok,650000000
2,3,94,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1140000000
1,2,49,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1200000000
1,2,58,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1450000000
2,2,82,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3400000000
3,3,96,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,2600000000
1,1,46,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,490000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1600000000
3,4,264,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3200000000
1,1,30,HGB - Hak Guna Bangunan,Apartemen,Depok,580000000
4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
1,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,850000000
3,3,120,HP - Hak Pakai,Rumah,Jakarta Utara,3500000000
2,3,55,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,1550000000
1,3,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,700000000
3,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1650000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1050000000
2,3,65,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,800000000
3,4,200,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
2,4,83,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,945000000
1,2,121,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1700000000
1,1,51,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1700000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,245000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,995000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Depok,1000000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,755000000
2,3,169,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,5000000000
3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
1,2,1,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,1350000000
2,3,117,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1370000000
2,3,131,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,3000000000
1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Depok,430000000
1,1,20,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,538000000
2,2,67,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,970000000
1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Depok,665000000
1,2,50,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1450000000
1,2,52,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1500000000
2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1490000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,995000000
2,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,2900000000
1,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,550000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
2,4,112,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1200000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,610000000
2,2,136,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2400000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,350000000
1,3,55,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1000000000
2,3,115,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,3490000000
1,2,57,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,600000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
2,2,110,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1400000000
2,2,110,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,1700000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,480000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
3,3,192,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1900000000
3,4,250,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,4800000000
2,3,134,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,4000000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,250000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Depok,2300000000
1,1,14,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,290000000
4,3,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3700000000
1,2,31,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,280000000
1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1600000000
2,3,45,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
3,3,300,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5500000000
1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Depok,295000000
2,2,42,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,519000000
3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
2,3,145,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4200000000
3,1,108,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2000000000
2,2,49,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1200000000
2,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1300000000
3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
3,4,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2150000000
1,2,88,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1650000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,768000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,757000000
1,1,46,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1400000000
2,3,125,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1600000000
2,3,95,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2100000000
3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
2,3,117,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3500000000
